run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R01_user_tweets_routing,False,wrong_tool,missing_tool_call,timeline,social_search,False,False,False,missing tool call timeline; extra tool call social_search
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'AI news today'"
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,social_search,False,False,False,missing tool call clarify; extra tool call social_search
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R13_parallel_web_and_tweets,False,wrong_tool,missing_tool_call,lookup|social_search,social_search,False,False,False,"missing tool call lookup; query: expected 'AI', got 'AI news today'"
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M02_carryover_timeframe,True,wrong_arg_value,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'robotics', got 'today robotics AI news'"
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M03_correction_handle,True,wrong_arg_value,missing_tool_call,timeline,social_search,False,False,False,missing tool call timeline; extra tool call social_search
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260602T124824373948,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M06_switch_tool,True,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'OpenAI', got 'OpenAI news'"
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R01_user_tweets_routing,False,wrong_tool,missing_tool_call,timeline,social_search,False,False,False,missing tool call timeline; extra tool call social_search
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'AI news today'"
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,lookup,False,False,False,missing tool call clarify; extra tool call lookup
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R13_parallel_web_and_tweets,False,wrong_tool,missing_tool_call,lookup|social_search,social_search,False,False,False,"missing tool call lookup; query: expected 'AI', got 'AI news today'"
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M02_carryover_timeframe,True,wrong_arg_value,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'robotics', got 'today robotics news'"
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260602T125258839139,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M06_switch_tool,True,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'OpenAI', got 'OpenAI news'"
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R01_user_tweets_routing,False,wrong_tool,missing_tool_call,timeline,social_search,False,False,False,missing tool call timeline; extra tool call social_search
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'AI news today'"
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,lookup,False,False,False,missing tool call clarify; extra tool call lookup
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R13_parallel_web_and_tweets,False,wrong_tool,missing_tool_call,lookup|social_search,social_search,False,False,False,"missing tool call lookup; query: expected 'AI', got 'AI news today'"
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M02_carryover_timeframe,True,wrong_arg_value,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'robotics', got 'AI robotics news today'"
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260602T125754388075,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M06_switch_tool,True,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'OpenAI', got 'OpenAI news latest'"
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260602T142926543385,v0,v0+pd95933ebc557+te81122b720f9,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,R13_parallel_web_and_tweets,False,wrong_tool,missing_tool_call,lookup|social_search,lookup,False,False,False,missing tool call social_search
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260602T130147452152,v1,v1+p5e347a70b712+t751b5355edfd,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,R13_parallel_web_and_tweets,False,wrong_tool,missing_tool_call,lookup|social_search,lookup,False,False,False,missing tool call social_search
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T133034193626,v2,v2+padd9c49de133+t75de1b7dce1f,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
