run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,R13_parallel_web_and_tweets,False,wrong_tool,missing_tool_call,lookup|social_search,lookup,False,False,False,missing tool call social_search
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T133347924837,v3,v3+p78870f73946e+t75de1b7dce1f,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T133910801276,v3,v3+p78870f73946e+t75de1b7dce1f,base,M06_switch_tool,True,wrong_tool,extra_tool_call,lookup,lookup|social_search,False,False,False,extra tool call social_search
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T134353450407,v3,v3+p78870f73946e+t75de1b7dce1f,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T141030874175,v3,v3+pd95933ebc557+te81122b720f9,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T155609131684,v3,v3+pd988e805fa2c+ta98bf2b9cec0,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260602T135419944588,v3,v3+pd95933ebc557+te81122b720f9,group,G01_rank_sources,False,wrong_tool,extra_tool_call,source_ranker,source_ranker|lookup|social_search,False,False,False,extra tool call lookup; extra tool call social_search
v3_B_group_openrouter_20260602T135419944588,v3,v3+pd95933ebc557+te81122b720f9,group,G02_policy_privacy,False,wrong_tool,wrong_arg_value,policy,policy,False,True,False,"policy_area: expected 'data_privacy', got 'all'"
v3_B_group_openrouter_20260602T135419944588,v3,v3+pd95933ebc557+te81122b720f9,group,G03_arxiv_discovery,False,wrong_tool,,papers,papers,True,True,True,
v3_B_group_openrouter_20260602T135419944588,v3,v3+pd95933ebc557+te81122b720f9,group,G04_specific_arxiv_text,False,wrong_arg_value,wrong_arg_value,paper_text,paper_text,False,True,False,"arxiv_url: expected '1706.03762', got 'https://arxiv.org/abs/1706.03762'"
v3_B_group_openrouter_20260602T135419944588,v3,v3+pd95933ebc557+te81122b720f9,group,G05_meta_no_tool,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_group_openrouter_20260602T135419944588,v3,v3+pd95933ebc557+te81122b720f9,group,GM01_rank_sources_carryover,True,wrong_tool,,source_ranker,source_ranker,True,True,True,
v3_B_group_openrouter_20260602T135419944588,v3,v3+pd95933ebc557+te81122b720f9,group,GM02_timeline_carry_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_group_openrouter_20260602T135419944588,v3,v3+pd95933ebc557+te81122b720f9,group,GM03_lookup_carry_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260602T135419944588,v3,v3+pd95933ebc557+te81122b720f9,group,GM04_missing_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_group_openrouter_20260602T135419944588,v3,v3+pd95933ebc557+te81122b720f9,group,GM05_send_needs_confirmation,True,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260602T135903277885,v3,v3+pd95933ebc557+te81122b720f9,group,G01_rank_sources,False,wrong_tool,extra_tool_call,source_ranker,source_ranker|lookup|social_search,False,False,False,extra tool call lookup; extra tool call social_search
v3_B_group_openrouter_20260602T135903277885,v3,v3+pd95933ebc557+te81122b720f9,group,G02_policy_privacy,False,wrong_tool,,policy,policy,True,True,True,
v3_B_group_openrouter_20260602T135903277885,v3,v3+pd95933ebc557+te81122b720f9,group,G03_arxiv_discovery,False,wrong_tool,,papers,papers,True,True,True,
v3_B_group_openrouter_20260602T135903277885,v3,v3+pd95933ebc557+te81122b720f9,group,G04_specific_arxiv_text,False,wrong_arg_value,,paper_text,paper_text,True,True,True,
v3_B_group_openrouter_20260602T135903277885,v3,v3+pd95933ebc557+te81122b720f9,group,G05_meta_no_tool,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_group_openrouter_20260602T135903277885,v3,v3+pd95933ebc557+te81122b720f9,group,GM01_rank_sources_carryover,True,wrong_tool,,source_ranker,source_ranker,True,True,True,
v3_B_group_openrouter_20260602T135903277885,v3,v3+pd95933ebc557+te81122b720f9,group,GM02_timeline_carry_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_group_openrouter_20260602T135903277885,v3,v3+pd95933ebc557+te81122b720f9,group,GM03_lookup_carry_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260602T135903277885,v3,v3+pd95933ebc557+te81122b720f9,group,GM04_missing_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_group_openrouter_20260602T135903277885,v3,v3+pd95933ebc557+te81122b720f9,group,GM05_send_needs_confirmation,True,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260602T140649981866,v3,v3+pd95933ebc557+te81122b720f9,group,G01_rank_sources,False,wrong_tool,,source_ranker,source_ranker,True,True,True,
v3_B_group_openrouter_20260602T140649981866,v3,v3+pd95933ebc557+te81122b720f9,group,G02_policy_privacy,False,wrong_tool,,policy,policy,True,True,True,
v3_B_group_openrouter_20260602T140649981866,v3,v3+pd95933ebc557+te81122b720f9,group,G03_arxiv_discovery,False,wrong_tool,,papers,papers,True,True,True,
v3_B_group_openrouter_20260602T140649981866,v3,v3+pd95933ebc557+te81122b720f9,group,G04_specific_arxiv_text,False,wrong_arg_value,,paper_text,paper_text,True,True,True,
v3_B_group_openrouter_20260602T140649981866,v3,v3+pd95933ebc557+te81122b720f9,group,G05_meta_no_tool,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_group_openrouter_20260602T140649981866,v3,v3+pd95933ebc557+te81122b720f9,group,GM01_rank_sources_carryover,True,wrong_tool,,source_ranker,source_ranker,True,True,True,
v3_B_group_openrouter_20260602T140649981866,v3,v3+pd95933ebc557+te81122b720f9,group,GM02_timeline_carry_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_group_openrouter_20260602T140649981866,v3,v3+pd95933ebc557+te81122b720f9,group,GM03_lookup_carry_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260602T140649981866,v3,v3+pd95933ebc557+te81122b720f9,group,GM04_missing_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_group_openrouter_20260602T140649981866,v3,v3+pd95933ebc557+te81122b720f9,group,GM05_send_needs_confirmation,True,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260602T155304408986,v3,v3+pd988e805fa2c+ta98bf2b9cec0,group,G01_rank_sources,False,wrong_tool,,source_ranker,source_ranker,True,True,True,
v3_B_group_openrouter_20260602T155304408986,v3,v3+pd988e805fa2c+ta98bf2b9cec0,group,G02_policy_privacy,False,wrong_tool,,policy,policy,True,True,True,
v3_B_group_openrouter_20260602T155304408986,v3,v3+pd988e805fa2c+ta98bf2b9cec0,group,G03_arxiv_discovery,False,wrong_tool,,papers,papers,True,True,True,
v3_B_group_openrouter_20260602T155304408986,v3,v3+pd988e805fa2c+ta98bf2b9cec0,group,G04_specific_arxiv_text,False,wrong_arg_value,,paper_text,paper_text,True,True,True,
v3_B_group_openrouter_20260602T155304408986,v3,v3+pd988e805fa2c+ta98bf2b9cec0,group,G05_meta_no_tool,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_group_openrouter_20260602T155304408986,v3,v3+pd988e805fa2c+ta98bf2b9cec0,group,G06_wikipedia_background,False,wrong_tool,,wikipedia,wikipedia,True,True,True,
v3_B_group_openrouter_20260602T155304408986,v3,v3+pd988e805fa2c+ta98bf2b9cec0,group,G07_github_analyzer_repo,False,wrong_tool,,github_analyzer,github_analyzer,True,True,True,
v3_B_group_openrouter_20260602T155304408986,v3,v3+pd988e805fa2c+ta98bf2b9cec0,group,GM01_rank_sources_carryover,True,wrong_tool,,source_ranker,source_ranker,True,True,True,
v3_B_group_openrouter_20260602T155304408986,v3,v3+pd988e805fa2c+ta98bf2b9cec0,group,GM02_timeline_carry_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_group_openrouter_20260602T155304408986,v3,v3+pd988e805fa2c+ta98bf2b9cec0,group,GM03_lookup_carry_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260602T155304408986,v3,v3+pd988e805fa2c+ta98bf2b9cec0,group,GM04_missing_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_group_openrouter_20260602T155304408986,v3,v3+pd988e805fa2c+ta98bf2b9cec0,group,GM05_send_needs_confirmation,True,wrong_boundary,,clarify,clarify,True,True,True,
